Date,Type,Route Name,Distance (mi),Duration,Average Pace,Average Speed (mph),Calories Burned,Climb (ft),Average Heart Rate (bpm),Notes,GPX File
2014-06-04 10:20:19,Running,,1.13,21:36,19:11,3.13,123.0,15.45,,,2014-06-04-1020.gpx
